price (grands),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,renovated_age,sqft_living15,sqft_lot15
858,4,2.25,3070,13720,2,0,0,3,9,3070,0,39,0,3010,9657
345,2,1,970,10423,1,0,0,3,7,970,0,70,0,1200,7857
340,4,1.75,2140,11651,2.5,0,0,3,8,2140,0,87,71,2030,10978
1215,4,2.25,2570,9600,2.5,0,0,4,9,2570,0,55,0,2570,13200
275,3,2.25,1260,1488,3,0,0,3,7,1260,0,8,0,1190,1095
405,3,1,1220,7771,1,0,0,3,7,1220,0,54,0,1420,7674
432.5,3,2,1720,8145,2,0,0,5,7,1720,0,68,0,1400,8138
236.5,4,1,2140,4217,1.5,0,0,3,6,1320,820,92,0,1720,5413
679,4,1.5,1420,4923,1.5,0,0,4,8,1420,0,89,0,1470,4923
543,4,2.5,2060,8451,2,0,0,3,8,2060,0,22,0,2060,9460
294,3,1,1320,9520,1,0,0,3,7,990,330,64,0,1460,10610
340.5,3,1.75,1810,10463,1,0,0,4,7,1810,0,48,0,1620,8551
1012,4,2.5,2980,16263,2,0,0,3,9,2980,0,28,0,2730,10018
335,2,2,1350,2560,1,0,0,3,8,1350,0,41,0,1790,2560
425,3,2,1540,8011,1,0,0,3,7,1540,0,29,0,1630,7141
353,3,2.5,2510,9240,2,0,0,4,8,2510,0,16,0,2690,9240
540,3,2.5,1670,5146,2,0,0,3,8,1670,0,26,0,1940,5146
640,5,3.5,3690,11928,2,0,0,3,9,2540,1150,11,0,2640,11928
339.95,3,1,1320,11457,1,0,0,3,8,1320,0,58,0,1900,9800
195,3,1.75,1510,8400,1,0,0,2,7,980,530,38,0,1500,10125
322,3,1.75,1510,8400,1,0,0,2,7,980,530,38,0,1500,10125
660,4,1.75,1870,10450,1,0,0,3,8,1620,250,39,0,2060,10450
280,6,3,2400,9373,2,0,0,3,7,2400,0,26,0,2060,7316
300,6,3,2400,9373,2,0,0,3,7,2400,0,26,0,2060,7316
207.5,3,1,1170,8816,1,0,0,4,6,1170,0,51,0,1200,9108
195,3,1.5,1190,8726,1,0,0,3,7,1190,0,61,0,1390,8741
700,3,2,2080,3880,1,0,0,5,7,1160,920,63,0,1330,3880
560,4,1.75,2150,8555,1,0,2,4,7,1460,690,35,0,1480,7405
260,3,1.75,1580,7344,1,0,0,5,7,1580,0,106,0,1580,6207
575,3,1.75,1580,7344,1,0,0,5,7,1580,0,106,0,1580,6207
475,3,2.5,2370,3239,2,0,0,3,8,1950,420,11,0,2520,3431
285,3,1.75,1840,8601,1,0,0,3,7,920,920,112,109,1390,7452
753.888,4,2.5,2660,5500,2,0,2,3,9,2660,0,14,0,3620,5500
650,3,2.5,2190,3600,2,0,0,3,9,2190,0,14,0,2300,3600
620,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,88,0,1610,3478
526,3,1.75,1780,37801,1,0,0,3,7,1300,480,40,0,2380,47480
155,2,1,700,5200,1,0,0,5,6,700,0,65,0,1030,5200
342,4,2,1570,11200,1,0,0,3,7,1120,450,58,0,1570,11200
390,3,1.75,1220,216332,1,0,0,3,7,1220,0,36,0,1540,61419
685,3,2.75,3150,219978,2,0,0,4,9,3000,150,27,0,3180,218235
608,4,2.5,2690,4736,2,0,0,3,7,2690,0,16,0,2690,4791
179.9,2,1,680,6400,1,0,0,3,6,680,0,74,0,1240,7800
1245,6,3.25,3750,14150,2,0,2,5,9,2750,1000,81,32,2140,7968
166,3,1,1010,11675,1,0,0,3,7,1010,0,60,0,1370,10042
462,3,1.5,1710,4500,1.5,0,0,3,8,1410,300,89,0,1860,6000
545,4,2.5,2090,6023,2,0,0,3,8,2090,0,27,0,2090,6023
415,3,1,1560,4500,1.5,0,0,3,7,1560,0,114,0,1660,4500
269,3,2.5,1560,4200,2,0,0,3,7,1560,0,14,0,1560,4200
356.5,4,2.5,2570,11473,2,0,0,3,8,2570,0,9,0,2430,5997
225,3,1,1010,7633,1,0,0,4,6,1010,0,56,0,1190,8386
175,2,1,1020,5130,1,0,0,4,6,1020,0,69,0,1200,6497
549,5,2.5,1710,9720,2,0,0,4,8,1710,0,43,0,2270,9672
535,3,2.75,2300,12197,2,0,0,3,8,2300,0,28,0,1710,11220
627,4,2.25,1990,7712,1,0,0,3,8,1210,780,44,0,1720,7393
565,3,2,2730,15677,2.5,0,3,3,9,2730,0,41,0,2040,12209
392.45,4,2,2195,2681,1,0,0,3,7,1060,1135,105,0,1710,1280
509,2,2,1560,4675,1,0,0,3,8,1560,0,11,0,1870,6361
340,3,2.5,1400,4800,1,0,0,3,7,1200,200,96,0,1440,3840
537,3,2.5,1400,4800,1,0,0,3,7,1200,200,96,0,1440,3840
865,4,3,3690,9892,2,0,0,3,10,3690,0,19,0,3430,11294
358,2,1,1140,8340,1,0,0,3,7,1140,0,69,0,1030,8149
595,4,2.25,1920,3225,1.5,0,0,5,7,1300,620,94,0,1960,3750
661,4,2.5,2496,8058,2,0,0,3,9,2496,0,19,0,2496,7757
419.95,3,2.25,2280,8500,1,0,0,4,7,1680,600,40,0,1890,7700
490,4,3.5,3200,6420,2,0,0,3,9,3200,0,11,0,3200,6291
525,2,1,880,4000,1,0,0,3,7,880,0,77,0,1310,4000
350,3,2,1320,1298,3,0,0,3,7,1320,0,22,0,1380,1503
552.5,3,2.5,2450,3582,2,0,0,3,9,2450,0,9,0,2490,5449
210,3,1,1040,8970,1,0,0,4,6,1040,0,56,0,1040,8450
390,3,2.5,2480,53250,2,0,0,3,9,2480,0,27,0,2510,36549
336.8,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,59,0,1790,12743
465,3,2.5,1440,4473,2,0,0,3,7,1440,0,14,0,1650,3322
299.9,4,2.5,1580,3632,2,0,0,3,7,1580,0,6,0,1950,3800
715,3,3.25,3230,5000,2,0,0,3,9,3230,0,11,0,2670,3977
235,4,2.5,1810,39639,1,0,0,3,7,1230,580,47,0,1810,44866
276,3,2.5,2495,4400,2,0,0,3,8,2495,0,10,0,2434,4400
265,4,1.5,1740,12728,1,0,0,4,7,1180,560,53,0,1830,11125
425,3,1.75,1680,3000,1,0,2,4,6,840,840,117,0,1540,3700
313,4,2.5,2460,10320,2,0,0,3,8,2460,0,24,0,2210,9024
715,3,2.5,3050,6000,1,0,3,3,8,1720,1330,33,0,2340,7200
265,3,2.25,1630,10969,2,0,0,3,7,1630,0,26,0,1410,7920
646,3,2.75,2460,6413,2,0,0,3,9,2460,0,13,0,2440,6092
175,3,1,1030,6600,1,0,0,3,7,1030,0,63,0,1220,9040
649,3,2.5,3410,13809,1,0,3,4,10,2450,960,44,0,3410,14245
785,3,2.75,2310,5200,1,0,0,4,7,1520,790,77,0,2310,5200
890,4,2.75,2610,4400,1,0,0,5,8,1260,1350,97,0,1770,4400
612,3,3,2330,10327,1,0,0,3,9,2330,0,19,0,2200,4629
330,4,2.5,2980,5674,2,0,0,3,8,2980,0,14,0,2610,5495
493,3,2.25,1790,11393,1,0,0,3,8,1790,0,39,0,2290,11894
1600,4,2.25,2940,5735,1,0,0,3,9,1470,1470,60,0,2230,5659
1620,4,3,3900,9750,1,0,4,5,10,2520,1380,45,0,3410,9450
1650,4,3,3900,9750,1,0,4,5,10,2520,1380,45,0,3410,9450
499,3,2.5,1750,2150,2.5,0,0,3,7,1230,520,117,114,1410,3300
603.5,6,2.75,2660,8400,1,0,0,5,8,1550,1110,55,0,2280,8400
530,2,1.5,1580,3680,1,0,2,3,8,1280,300,76,0,1730,3680
895,5,2.5,2350,14197,1,0,0,4,8,1220,1130,55,0,2470,11629
267.345,4,2.25,2510,8165,1,0,0,4,7,1610,900,45,0,1940,8250
275,3,2.5,1480,15639,2,0,0,3,8,1480,0,30,0,1480,16454
439.95,3,1.75,1720,223377,1,0,0,3,7,1240,480,67,0,2530,221442
455,3,2.25,1470,4653,2,0,0,4,7,1470,0,32,0,1560,4119
630,3,1.75,1540,6930,1,0,0,3,7,1250,290,73,0,1760,6930
690,3,2.5,2820,5001,2,0,0,3,9,2820,0,13,0,2660,5001
212,4,1.75,1250,12705,1,0,0,4,7,1250,0,46,0,1390,8550
231.5,4,2.25,2080,7526,1,0,0,4,7,1280,800,32,0,1200,7500
1237.5,4,3.25,5180,49936,2,0,0,4,10,5180,0,26,0,4240,35363
378.5,3,2.5,2860,43821,2,0,0,4,9,2860,0,27,0,2370,65340
482,4,2.5,2710,35868,2,0,0,3,9,2710,0,28,0,2780,36224
695,2,1,1140,3990,1,0,0,3,7,1140,0,93,0,1800,5700
965,4,2.5,4070,57587,2,0,0,3,10,4070,0,28,0,3890,35960
675,3,1.75,1710,5913,1,0,0,4,8,1120,590,76,0,2920,5922
387,3,1.5,1340,6500,1,0,0,3,7,1340,0,45,0,1620,7107
347.5,4,2.75,2290,7000,2,0,0,3,8,2290,0,40,0,2000,7200
385,3,2,1860,7400,1,0,0,3,8,930,930,95,82,1640,8461
265,3,1,1080,4930,1,0,0,3,6,1080,0,67,0,1100,5950
406,3,1,960,5264,1,0,0,3,7,960,0,64,0,1140,5150
134,2,1.5,980,5000,2,0,0,3,7,980,0,95,81,1040,5000
415,3,1,1500,3399,2,0,0,5,7,1300,200,91,0,1360,3588
375,3,1.75,1440,8775,1,0,0,3,7,1440,0,44,0,1790,7865
620,4,2.5,2580,7465,2,0,0,3,8,2580,0,24,0,2350,7596
337.5,5,2.5,2070,4698,2,0,0,3,7,2070,0,18,0,2010,4698
565,3,2.5,1880,12368,1,0,0,4,7,1260,620,50,0,1950,11551
399.5,3,1.75,2420,12676,2,0,0,3,7,2420,0,106,75,1210,6769
1065,2,1.75,1890,9466,2,0,0,3,8,1890,0,30,0,2180,12825
352.5,3,2,1920,33630,1,0,0,3,8,1920,0,25,0,2080,7505
259,3,2,1870,5909,1,0,0,3,7,1270,600,31,0,1870,7887
320,2,1,900,7620,1,0,0,3,7,900,0,46,0,1520,7620
733,3,2.5,2160,9888,2,0,0,4,9,2160,0,28,0,3060,7829
381.5,2,1,900,2910,1,0,0,5,7,900,0,93,0,1320,2910
343,2,1,1180,9261,1,0,0,4,7,940,240,60,0,1700,6325
205.5,2,1,900,6400,1,0,0,5,6,900,0,79,0,1320,6400
525,3,2,1600,16530,1,0,0,5,7,1600,0,50,0,1850,41006
300,3,1.75,1500,8352,1,0,2,5,6,750,750,74,0,1500,8447
299,2,1,1070,189486,1,0,0,3,6,1070,0,75,0,1970,60548
561,4,2.5,2570,5250,2,0,0,3,8,2570,0,27,0,2260,5392
450,3,1,1210,4000,1.5,0,0,3,7,1090,120,89,0,1210,4000
540,4,2.5,1850,7850,2,0,0,3,8,1850,0,32,0,1830,8140
379,3,2.5,1740,30886,2,0,0,3,8,1740,0,25,0,1740,39133
230,3,1,1300,14000,1,0,0,4,7,1300,0,59,0,1390,8750
399.95,3,2.5,2000,30605,2,0,0,4,8,2000,0,28,0,1930,35350
355,5,2.5,3220,5806,2,0,0,3,8,3220,0,15,0,2760,5813
580,4,2.25,2160,9593,1,0,0,3,8,2160,0,48,0,2820,9628
700,3,2,2130,4299,1.5,0,0,4,7,1680,450,95,0,2040,4548
279.9,3,1.75,1580,8151,1,0,1,4,7,1100,480,55,0,1650,8151
210,3,1,1200,7500,1,0,0,3,6,1200,0,112,84,1010,7000
1165,3,3,3790,5001,2,0,0,3,10,2810,980,28,0,2500,6286
290.3,2,1,860,3874,1,0,0,4,6,860,0,86,0,1400,5106
1599.95,5,4.5,5130,43123,2,0,0,3,11,5130,0,21,0,4670,43560
490,3,1,1600,6380,1.5,0,0,3,7,1400,200,78,0,1760,6380
606,4,2.5,2110,13850,2,0,0,3,9,2110,0,30,0,2520,10194
359.95,3,1,1400,4980,1,0,0,3,6,950,450,74,0,990,4980
677.1,3,2,2110,9199,1,0,0,3,10,2110,0,24,0,3130,8841
465,3,2,1430,7125,1,0,0,4,7,1430,0,33,0,1570,8075
4500,5,5.5,6640,40014,2,1,4,3,12,6350,290,13,0,3030,23408
500,3,2,3040,41072,1,0,0,4,8,1520,1520,39,0,2230,54014
455,2,1,980,5000,1,0,0,4,7,980,0,67,0,1600,5965
705,6,2,2570,4240,1.5,0,0,4,7,1970,600,106,0,2030,4240
420,3,2.5,2060,7020,1,0,0,4,8,1460,600,50,0,2150,8400
169.575,3,1,1300,8284,1,0,0,3,7,1300,0,49,0,1360,7848
250,3,1,1300,8284,1,0,0,3,7,1300,0,49,0,1360,7848
530,3,2.25,1680,7262,1,0,0,5,7,1180,500,44,0,1910,7405
590,5,3.25,4020,40341,1,0,0,5,8,2170,1850,47,0,2650,53437
257.5,3,1.75,1530,14087,1,0,0,3,7,1070,460,38,0,1770,13660
415,3,1,1170,6700,1,0,0,3,8,1170,0,60,0,2410,7620
536,3,1.75,1580,3764,1.5,0,0,3,7,1280,300,72,0,1560,3764
246.5,3,1.5,1270,11600,1,0,0,4,7,1270,0,53,0,1380,9945
395,3,1.75,1480,7700,1,0,0,3,8,1480,0,42,0,1930,8560
739,3,2.25,2220,10530,1,0,0,4,8,1700,520,43,0,2500,10014
1272,4,2.75,3200,13729,2,0,0,3,11,3200,0,33,0,4050,16921
190,3,1,910,10575,1,0,0,4,7,910,0,49,0,1470,10425
305,3,1.5,1480,9086,1,0,0,3,7,1480,0,55,0,1540,9750
925,4,4.25,3770,13058,2,0,0,4,8,3770,0,34,0,2200,12255
895,4,3,3500,13444,2,0,0,3,10,2360,1140,40,0,3140,12935
656,3,1.75,1480,7475,1.5,0,0,3,8,1480,0,74,0,2120,7216
560,4,1,1660,4690,1.5,0,0,3,7,1260,400,72,0,1400,3876
610,5,2.25,2520,11700,2,0,0,3,9,2520,0,40,0,2530,12000
645,4,2.5,2850,37522,2,0,0,3,9,2850,0,30,0,2980,35280
259,3,2.5,2153,4400,2,0,0,3,8,2153,0,10,0,2434,4400
980,4,2.5,3780,10962,2,0,0,3,10,3780,0,27,0,3310,11651
872,4,4,3770,9750,1,0,0,4,9,1940,1830,50,0,2260,9878
1000,6,2.75,3600,9675,1,0,2,4,9,1940,1660,40,0,2990,9675
900,3,2.75,2980,12600,1.5,0,0,3,8,1590,1390,76,71,1520,9660
475,4,1.5,2320,5534,1.5,0,0,4,7,1540,780,102,0,1670,5913
350,5,2.75,2980,13482,1,0,0,4,8,1730,1250,42,0,2900,14800
840,4,1.75,2930,11562,1,0,3,3,9,1670,1260,70,0,2530,6517
500,4,2.5,2040,8400,1,0,0,3,8,1420,620,54,0,2540,8925
202.5,3,1.5,1510,9898,1,0,0,3,7,1110,400,63,0,1420,9250
523,4,2.5,2660,65340,2,0,0,3,8,2660,0,29,0,2850,74052
225,3,2.5,1740,10050,2,0,0,3,7,1740,0,28,0,1300,10125
418.2,3,2.25,2240,9542,1,0,1,3,7,1190,1050,37,0,2080,9542
356.5,4,1.75,1570,9670,1,0,0,3,7,1170,400,58,0,2080,9100
670,4,3,2500,5000,1.5,0,0,4,7,1460,1040,91,0,1720,4500
456.15,3,2.25,1750,12408,1,0,0,5,7,1150,600,55,0,1820,12977
471,4,2.5,3030,9687,2,0,0,3,8,2020,1010,19,0,2050,10193
558,3,2.5,1680,934,3,0,0,3,8,1680,0,9,0,1740,1280
1380,6,4.5,5740,10312,2,0,2,3,11,3610,2130,17,0,4350,11917
161.5,3,1,1220,6000,1,0,0,5,7,1220,0,56,0,1420,13137
311,3,1,1310,8370,1.5,0,0,3,7,1310,0,55,0,1310,8370
470,6,1.75,2490,8732,1.5,0,0,4,8,2490,0,51,0,1840,8024
569,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,88,0,1750,4800
689,4,2.5,2240,7350,2,0,0,3,9,2240,0,28,0,2200,8017
271.9,3,1.75,1890,11875,1,0,0,3,7,1230,660,38,0,1580,10920
278,4,2.5,1850,6037,2,0,0,3,7,1850,0,26,0,1860,6037
820,2,2.5,2210,4440,2,0,0,4,8,1440,770,86,0,1560,4920
399.5,3,1.75,1410,7700,1,0,0,4,7,1410,0,50,0,1560,7700
462,3,2.75,1890,2614,2,0,0,4,9,1890,0,38,0,1800,2769
347.5,3,1,1830,12036,1,0,0,3,7,1550,280,40,0,1810,12036
562.1,2,0.75,1440,3700,1,0,0,3,7,1200,240,103,0,1440,4300
230,2,1,950,7560,1,0,0,3,6,950,0,59,0,1160,7560
687,4,2.5,2370,10083,2,0,0,5,8,2370,0,51,0,2370,10133
725.786,4,2.5,3070,5762,2,0,0,3,10,3070,0,17,0,3630,6500
315.5,3,1,1300,12600,1,0,0,4,7,1300,0,48,0,1480,13530
312,4,2,1300,7054,1,0,0,3,7,1300,0,67,63,1560,7100
343,3,3.25,1210,1173,2,0,0,3,8,1000,210,15,0,1650,1493
385.195,1,1,710,6000,1.5,0,0,3,6,710,0,2,0,1440,4800
415,4,2.25,2240,12650,1,0,0,4,8,1730,510,36,0,2150,12650
461,3,1.75,3600,8666,2,0,0,4,6,2400,1200,69,0,2290,8200
369.99,4,2.5,1960,7133,2,0,0,3,7,1960,0,15,0,1960,6705
349.95,4,2.5,1820,3134,2,0,0,3,7,1820,0,18,0,1820,3751
285.75,3,2.25,1960,17126,1,0,0,3,8,1400,560,51,0,2060,11466
542.5,4,2.25,1750,10160,1,0,0,3,8,1320,430,45,0,2170,11165
830,5,3.5,3700,5400,2,0,0,3,9,2890,810,6,0,3620,5460
705,4,2.5,2910,20946,2,0,0,4,8,2350,560,41,0,2020,11342
615,2,1,1270,5000,1,0,0,3,8,1090,180,68,0,1640,5000
184.5,2,1,720,5880,1,0,0,3,6,720,0,77,0,1440,7200
412,2,1,1040,5120,1,0,0,3,7,1040,0,116,0,1250,4000
250,3,1.5,2210,11111,1.5,0,0,3,7,2210,0,83,0,1250,8422
580,5,2,2060,6000,2,0,0,3,7,2060,0,114,0,1770,5000
220,2,1,780,6000,1,0,0,5,6,780,0,94,0,1080,6000
675,4,2.75,2240,8937,1,0,0,4,8,1460,780,41,0,2360,9038
373.5,2,1,800,3330,1,0,0,3,7,800,0,99,0,1300,4320
662.7,2,1.5,2440,6900,2,0,0,3,7,1590,850,107,0,1770,6900
239.95,5,1,1460,6032,2,0,0,4,6,1460,0,76,0,1060,10300
383,3,1,1150,10196,1,0,0,4,7,1150,0,60,0,1410,8925
485,3,2.75,2650,12350,1,0,0,4,7,1470,1180,42,0,1950,14075
610,4,2.75,2600,36583,1,0,0,5,8,1580,1020,41,0,2300,27820
545,6,1.75,1820,6250,1,0,0,3,7,1130,690,63,0,1820,5750
780,2,2.5,2560,2500,2,0,0,5,8,1690,870,116,0,1890,5000
305,3,2.5,1714,3240,2,0,0,3,8,1714,0,12,0,1714,3240
405,3,1,1330,15678,1,0,0,3,7,900,430,33,0,1330,12696
1110,5,3.5,7350,12231,2,0,4,3,11,4750,2600,16,0,5380,12587
273,3,1.75,2050,9045,2,0,0,4,6,2050,0,58,0,1200,9045
326.5,3,1,1810,12375,2,0,0,3,7,1810,0,47,0,1420,9357
365,3,1.75,1380,9134,1,0,0,5,7,880,500,36,0,1400,8190
1000.75,3,2.75,3070,10739,2,0,0,3,10,2440,630,30,0,3490,11913
422.5,2,1,800,4046,1,0,0,3,7,800,0,77,0,1400,4046
354.45,4,2.75,2140,9920,2,0,0,3,8,2140,0,24,0,2130,9920
320,3,1,1330,9540,1,0,0,4,7,1330,0,46,0,1250,10350
223,3,1,1030,9120,1,0,0,3,7,1030,0,56,0,1470,10220
410,3,2.5,1740,4948,2,0,0,3,7,1740,0,9,0,1290,3383
438,3,1,1200,4000,1.5,0,0,4,6,1200,0,94,0,1390,4000
390,3,3,1490,2944,2,0,0,3,7,960,530,24,0,1590,1600
298.5,4,2.5,1890,5954,2,0,0,3,7,1890,0,13,0,2030,5880
749.999,5,2.25,3060,13630,2,0,0,3,10,3060,0,28,0,3430,10700
779,6,2.5,3250,12000,1,0,1,3,8,1800,1450,51,0,3490,10320
570,3,2.75,2730,11936,2,0,2,3,8,1530,1200,39,0,2810,12333
385,3,1,810,4600,1,0,0,3,6,810,0,99,0,1520,4800
649,4,2,2240,11040,1,0,0,5,8,1120,1120,56,0,1790,11040
283,3,1,1740,5247,1,0,0,3,7,1270,470,70,0,1070,5636
699.9,4,2.25,2380,16236,1,0,0,3,7,1540,840,56,0,2230,8925
278.5,4,1,1540,8400,1,0,0,3,7,770,770,46,0,1520,9891
700,4,1.75,2340,9100,1,0,0,3,8,1610,730,42,0,2470,11000
535,4,2.75,2710,45963,2,0,0,3,9,2710,0,22,0,2710,33955
234.5,3,1.75,1310,18400,1,0,0,3,7,870,440,63,0,1840,10790
374.15,3,1.75,1390,9585,1,0,0,4,7,1390,0,44,0,1240,8188
397,4,2.5,2201,9542,2,0,0,3,8,2201,0,11,0,1990,9542
613,3,2.25,1960,10385,1,0,0,3,8,1960,0,29,0,2800,12632
1150,3,2.5,2850,10474,1,0,0,4,8,1730,1120,63,0,2820,10474
595,4,1.75,1880,4080,1,0,0,3,7,940,940,93,0,1410,4080
340,5,2.75,2440,6858,2,0,0,3,8,2440,0,14,0,2300,6858
388,4,2.5,2560,5800,2,0,0,3,9,2560,0,12,0,3040,5800
404,3,1.75,1410,15210,1,0,0,3,7,1410,0,67,64,1970,16290
810,3,2,2870,6360,1.5,0,1,4,8,1790,1080,71,0,2310,6466
405,4,2.5,2620,9359,2,0,0,3,9,2620,0,30,0,2580,7433
726,5,3,2970,10335,2,0,0,3,9,2970,0,17,0,2970,10335
266,3,2.5,1780,7214,1,0,0,4,7,1400,380,31,0,1520,7228
722.5,5,2.25,3700,7207,1,0,1,5,8,1850,1850,47,0,2340,7900
352,4,2.5,1252,25002,1,0,0,3,8,992,260,21,0,1860,25002
265,4,1.5,1240,8158,1,0,0,4,7,1110,130,56,0,1520,8147
856,3,2.5,2160,3920,2,0,0,3,9,2160,0,3,0,1500,4920
346.95,3,2.5,2040,4348,2,0,0,4,8,2040,0,11,0,2380,4348
866.059,5,3.5,3130,4797,2,0,0,3,9,2570,560,3,0,3440,5439
410,3,2.5,2350,4456,2,0,0,3,7,2350,0,13,0,2350,4456
370,3,1.75,1570,16817,2,0,0,3,7,1570,0,35,0,1600,16817
230,3,1,1530,389126,1.5,0,0,4,7,1530,0,98,0,1768,42148
400,2,2,1520,5010,1,0,0,3,7,1520,0,18,0,1110,5040
172,3,1,1350,9680,1,0,0,4,7,820,530,58,0,1320,9225
615,3,1.75,1950,8480,1,0,0,4,8,1250,700,55,0,1740,8480
860,4,3.5,3950,9600,2,0,0,3,10,3950,0,19,0,3110,10213
555,3,1.75,2040,6000,1,0,0,5,7,1120,920,59,0,1530,6250
579,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,91,0,1180,3030
385,3,1.75,1300,7030,1,0,0,3,7,1300,0,49,0,1450,7650
420,4,2.25,2030,12000,2,0,0,3,7,2030,0,40,0,2190,9900
645,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,103,0,1410,3388
549.95,3,2.5,2160,6288,2,0,0,3,8,2160,0,21,0,1830,7600
678,3,2.75,2770,10000,1,0,1,5,8,1640,1130,55,0,2450,10000
199,4,2,2030,8120,2,0,0,3,7,2030,0,67,0,1520,9440
604,3,1,1440,13824,1,0,0,4,7,1440,0,60,0,2540,12092
268,5,1.75,1730,10368,1,0,0,5,7,1010,720,54,0,1730,7728
960,5,3.5,4510,16305,2,0,0,3,10,2820,1690,14,0,4330,18741
509.25,3,2.5,2100,7600,1,0,0,4,7,1450,650,37,0,2010,7600
416,3,2.5,1800,5372,2,0,0,3,8,1800,0,30,0,1650,6014
190,3,1,1090,8520,1,0,0,3,7,1090,0,50,0,1190,8520
212,3,1.5,1010,10000,1,0,0,4,7,1010,0,44,0,2420,34637
325.9,3,2.5,2040,9765,2,0,0,3,8,2040,0,32,0,2350,10150
560,3,3.5,2270,4088,2,0,0,3,8,1880,390,21,0,1760,5425
275,3,2.5,1730,5799,2,0,0,4,7,1730,0,30,0,1710,6490
665,4,2.5,2480,15411,2,0,2,3,8,2480,0,23,0,2940,14679
1505,4,3.5,3480,7232,2,0,0,3,9,2580,900,91,84,2380,5642
375,4,2,1720,2410,1,0,0,3,7,970,750,87,76,1160,1404
359.95,3,1.75,1570,6975,1,0,0,3,7,1040,530,38,0,1280,7813
340,4,2.75,3527,7200,2,0,0,3,7,3527,0,12,0,2490,7200
401,2,1,840,8100,1,0,0,4,7,840,0,69,0,1100,8220
669,2,1.75,1950,10766,1,0,3,4,6,1160,790,65,0,1780,11721
638.5,4,2.5,1980,6568,2,0,0,3,8,1980,0,13,0,2310,6496
545,2,1.5,1620,3760,2,0,0,5,7,1170,450,93,0,2130,4000
524,4,1,1980,7015,1,0,0,3,7,1260,720,44,0,1570,7626
1610,5,3.75,3530,13260,2,0,0,3,10,3530,0,4,0,3340,13260
280,2,1,1260,4800,1,0,0,3,6,1100,160,70,0,1260,2435
828,4,2.5,2120,10841,1,0,0,4,8,1500,620,38,0,3130,10950
223,3,1.75,1360,10573,1,0,0,4,7,1360,0,33,0,1580,8280
1289,4,3.5,3100,2261,2,0,2,3,9,2250,850,36,0,2660,2000
750,2,2,2370,155130,1,0,0,3,7,2370,0,47,0,1860,14475
430,2,1,1460,9207,1,0,0,3,7,1210,250,70,0,1500,6898
711,4,1.75,1980,10800,1,0,0,5,6,990,990,69,0,2180,10800
310,4,2.5,1930,7014,2,0,0,3,8,1930,0,23,0,1990,7920
415,5,1.75,3700,9140,1,0,0,3,8,1850,1850,60,0,2190,6720
274.9,4,2.5,1970,6600,2,0,0,3,7,1970,0,30,0,1970,7682
525,3,3,2470,36445,2,0,0,4,8,2470,0,37,0,2310,35350
179.5,3,1,1180,32214,1,0,0,3,7,1180,0,65,0,2300,13714
478,3,1,1280,2580,1.5,0,0,3,8,1280,0,107,104,1410,3150
195,3,1.75,1380,7350,1,0,0,3,7,990,390,36,0,1660,8400
385,4,3,2740,10925,1,0,0,3,8,1670,1070,37,0,2330,9940
401,3,2.75,2020,9505,1,0,0,3,7,1260,760,48,0,2080,11901
522,4,2.5,2835,6598,2,0,0,3,8,2835,0,15,0,2770,6969
330,4,1.75,1520,14417,1,0,0,4,7,1520,0,49,0,1600,10716
503,3,2.5,2190,4882,2,0,0,3,9,2190,0,18,0,2190,7055
175,5,1.75,1680,8400,1,0,0,4,7,1680,0,38,0,1800,8550
963.99,4,3.5,3915,6364,2,0,0,3,9,3915,0,3,0,3830,6507
845,5,2,1720,9972,1,0,0,4,8,1720,0,66,0,2700,9023
157.5,2,1,670,4500,1,0,0,3,5,670,0,112,0,1210,4500
450,2,3,1790,1709,2,0,0,3,7,1400,390,16,0,1460,1462
925,4,1.75,2440,11793,1,0,4,3,8,1420,1020,67,0,2500,8028
600,2,1,920,5029,1,0,0,4,7,920,0,79,0,1230,5029
709,4,1,1680,4087,1.5,0,0,3,7,1680,0,106,0,1740,3745
1385,5,3.75,3290,6480,2,0,0,5,10,2190,1100,79,0,2010,7639
248,3,2.5,2120,6840,1,0,0,3,7,1220,900,33,0,1820,8200
245,3,1,910,6630,1,0,0,4,6,910,0,105,0,950,5100
332,2,1,1000,4776,1,0,0,4,6,1000,0,75,0,1500,4800
459.95,3,2.5,2340,4273,2,0,0,3,7,2340,0,15,0,2400,4624
425,3,2,1180,1800,2,0,2,3,8,1180,0,23,0,1500,1948
460,3,2.25,2080,50965,1,0,0,3,8,1590,490,38,0,2270,51836
838.3,6,2.5,3760,12978,1,0,0,3,9,2360,1400,50,0,2300,7362
256,3,2.5,1480,7200,2,0,0,5,7,1480,0,22,0,1350,7200
864,3,2.75,3060,13554,2,0,0,3,10,3060,0,33,0,3060,11455
900,4,3.5,3070,4440,2,0,0,3,9,2030,1040,95,85,1780,4800
145.6,3,1,1170,7560,1,0,0,3,6,1170,0,59,0,1170,7560
865,5,3,2900,6730,1,0,0,5,8,1830,1070,40,0,2370,6283
